Entity,Code,Year,Oil,Coal,Solar,Nuclear,Hydropower,Wind,Gas,Other renewables
Africa,OWID_AFR,1996,44.04821,32.11944,0,1.1233336,5.943208,0.0006773391,16.62906,0.13607043
Africa,OWID_AFR,1997,44.489166,32.25796,0,1.1816658,5.9640994,0.0006727282,15.959655,0.14677988
Africa,OWID_AFR,1998,44.80348,31.069096,0,1.2526773,6.139039,0.00069997413,16.556353,0.17865603
Africa,OWID_AFR,1999,45.06947,31.077948,0,1.1471796,6.316705,0.0017694286,16.215033,0.17189431
Africa,OWID_AFR,2000,44.269615,30.284323,0.0010554118,1.1356305,6.573046,0.015319227,17.497616,0.22339684
Africa,OWID_AFR,2001,43.32664,29.542093,0.0012587479,0.8963342,6.765832,0.03475124,19.21096,0.22213247
Africa,OWID_AFR,2002,43.80035,27.933811,0.0013479193,0.9820866,6.9672527,0.03633041,20.048145,0.21599677
Africa,OWID_AFR,2003,42.86047,29.078289,0.0015021728,0.98650134,6.4362183,0.041725438,20.343428,0.23637122
Africa,OWID_AFR,2004,41.257935,29.422407,0.0016568112,0.95220804,6.21453,0.05473679,21.832237,0.24753591
Africa,OWID_AFR,2005,43.576702,27.550125,0.0019319301,0.804879,6.332256,0.05562183,21.424164,0.25432056
Africa,OWID_AFR,2006,43.316914,27.342447,0.002433792,0.69536495,6.3845606,0.05913356,21.88615,0.31112215
Africa,OWID_AFR,2007,43.22313,26.815868,0.0029369048,0.7531632,6.3360386,0.06763805,22.5314,0.25019455
Africa,OWID_AFR,2008,42.416496,27.837095,0.0038883414,0.80893356,6.0316734,0.08160963,22.561836,0.24477088
Africa,OWID_AFR,2009,43.50669,27.359243,0.005101402,0.7819599,6.079752,0.09706143,21.897556,0.26539806
Africa,OWID_AFR,2010,44.090324,26.2815,0.011793205,0.793209,6.314656,0.13397382,22.09898,0.2713226
Africa,OWID_AFR,2011,43.423454,25.477427,0.033707667,0.7411323,6.360884,0.13716418,23.538795,0.27623305
Africa,OWID_AFR,2012,44.644356,23.757307,0.051882397,0.7088094,6.06084,0.13761933,24.335102,0.28543627
Africa,OWID_AFR,2013,45.259995,23.258741,0.038759854,0.741154,6.164254,0.18892832,24.037428,0.2967394
Africa,OWID_AFR,2014,44.814354,23.579782,0.09389723,0.69800615,6.2833247,0.25616866,23.91072,0.3500575
Africa,OWID_AFR,2015,45.10862,21.839678,0.17454262,0.6023368,5.954283,0.43871924,25.426697,0.43886188
Africa,OWID_AFR,2016,44.02048,22.654734,0.25119522,0.71775645,5.7002254,0.533979,25.674421,0.43469623
Africa,OWID_AFR,2017,43.326855,21.99506,0.3186147,0.65430725,5.787045,0.6276098,26.844341,0.43426532
Africa,OWID_AFR,2018,42.43871,21.244263,0.3763915,0.5229831,6.0704966,0.6667953,28.195469,0.46650806
Africa,OWID_AFR,2019,41.80307,21.90826,0.4827459,0.57984775,6.0311646,0.8437436,27.868301,0.4588343
Africa,OWID_AFR,2020,39.82918,22.272303,0.6959234,0.4539547,6.757244,0.876065,28.624708,0.46390188
Africa,OWID_AFR,2021,39.93212,20.614107,0.73597026,0.5208498,6.555725,0.96794415,30.217703,0.4312539
Africa,OWID_AFR,2022,41.64903,19.41895,0.7141424,0.41870123,6.712741,1.0249515,29.592836,0.44662833
Africa,OWID_AFR,2023,41.112114,19.593613,0.76835746,0.32820734,6.771503,1.1511537,29.750792,0.50519735
Africa,OWID_AFR,2024,41.635365,19.559185,0.8329188,0.31138286,6.789574,1.1605582,29.139967,0.5520676
Africa (EI),,1965,47.851875,45.385933,0,0,5.419266,0,1.3429247,0
Africa (EI),,1966,49.501648,43.292603,0,0,5.772398,0,1.4333531,0
Africa (EI),,1967,48.835873,43.798225,0,0,5.9637628,0,1.4021416,0
Africa (EI),,1968,48.916077,43.132767,0,0,6.60547,0,1.345685,0
Africa (EI),,1969,48.582893,42.38066,0,0,7.505726,0,1.5307204,0
Africa (EI),,1970,48.9424,40.655807,0,0,8.64954,0,1.7522513,0
Africa (EI),,1971,49.896225,40.46982,0,0,7.6350694,0,1.9447358,0.05415174
Africa (EI),,1972,50.868515,38.390087,0,0,8.224803,0,2.4650757,0.051520903
Africa (EI),,1973,50.6253,37.66303,0,0,8.019785,0,3.642951,0.048931226
Africa (EI),,1974,50.03294,37.32675,0,0,8.688333,0,3.904018,0.047957826
Africa (EI),,1975,49.527523,37.321453,0,0,8.668627,0,4.437927,0.04447162
Africa (EI),,1976,49.71861,36.72032,0,0,8.862243,0,4.6547008,0.0441282
Africa (EI),,1977,50.17409,35.604137,0,0,9.238127,0,4.940873,0.04276746
Africa (EI),,1978,50.91637,33.2937,0,0,8.962832,0,6.7846346,0.042460624
Africa (EI),,1979,49.227463,32.419743,0,0,8.799637,0,9.513011,0.04014544
Africa (EI),,1980,48.62377,32.272453,0,0,7.9677806,0,11.097588,0.03840672
Africa (EI),,1981,46.917004,33.60239,0,0,7.36869,0,12.075911,0.036004517
Africa (EI),,1982,46.100845,34.732548,0,0,6.9081993,0,12.221876,0.036531854
Africa (EI),,1983,46.46509,34.37091,0,0,6.0567613,0,13.0726,0.03463614
Africa (EI),,1984,45.80167,35.705654,0,0.51027906,5.784026,0,12.1641445,0.03422445
Africa (EI),,1985,45.157043,35.415462,0,0.66424364,6.1799884,0,12.545443,0.037820645
Africa (EI),,1986,43.224514,35.522163,0,1.0785486,6.2663603,0,13.817578,0.09083369
Africa (EI),,1987,44.256542,35.323483,0,0.7305281,5.811112,0,13.790645,0.08768827
Africa (EI),,1988,43.08378,35.46501,0,1.1612581,5.931177,0,14.280835,0.077939205
Africa (EI),,1989,44.45425,33.24457,0,1.2265713,6.21919,0,14.778707,0.076709054
Africa (EI),,1990,43.786316,33.76157,0,0.9027969,6.117804,0,15.334655,0.096858464
Africa (EI),,1991,44.03899,32.90812,0,0.9790387,6.4938927,0,15.480977,0.098981656
Africa (EI),,1992,44.172375,32.632362,0,0.9803033,6.1068726,0,16.006691,0.10139615
Africa (EI),,1993,44.517277,33.01517,0,0.76326346,5.9632926,0.00021041035,15.628421,0.112363696
Africa (EI),,1994,44.46713,32.767666,0,0.98679143,5.861121,0.0005495178,15.81981,0.09693211
Africa (EI),,1995,44.18086,32.500916,0,1.106005,5.8476334,0.0006165677,16.250734,0.113235295
Africa (EI),,1996,44.04821,32.11944,0,1.1233336,5.943208,0.0006773391,16.62906,0.13607043
Africa (EI),,1997,44.489166,32.25796,0,1.1816658,5.9640994,0.0006727282,15.959655,0.14677988
Africa (EI),,1998,44.80348,31.069096,0,1.2526773,6.139039,0.00069997413,16.556353,0.17865603
Africa (EI),,1999,45.06947,31.077948,0,1.1471796,6.316705,0.0017694286,16.215033,0.17189431
Africa (EI),,2000,44.269615,30.284323,0.0010554118,1.1356305,6.573046,0.015319227,17.497616,0.22339684
Africa (EI),,2001,43.32664,29.542093,0.0012587479,0.8963342,6.765832,0.03475124,19.21096,0.22213247
Africa (EI),,2002,43.80035,27.933811,0.0013479193,0.9820866,6.9672527,0.03633041,20.048145,0.21599677
Africa (EI),,2003,42.86047,29.078289,0.0015021728,0.98650134,6.4362183,0.041725438,20.343428,0.23637122
Africa (EI),,2004,41.257935,29.422407,0.0016568112,0.95220804,6.21453,0.05473679,21.832237,0.24753591
Africa (EI),,2005,43.576702,27.550125,0.0019319301,0.804879,6.332256,0.05562183,21.424164,0.25432056
Africa (EI),,2006,43.316914,27.342447,0.002433792,0.69536495,6.3845606,0.05913356,21.88615,0.31112215
Africa (EI),,2007,43.22313,26.815868,0.0029369048,0.7531632,6.3360386,0.06763805,22.5314,0.25019455
Africa (EI),,2008,42.416496,27.837095,0.0038883414,0.80893356,6.0316734,0.08160963,22.561836,0.24477088
Africa (EI),,2009,43.50669,27.359243,0.005101402,0.7819599,6.079752,0.09706143,21.897556,0.26539806
Africa (EI),,2010,44.090324,26.2815,0.011793205,0.793209,6.314656,0.13397382,22.09898,0.2713226
Africa (EI),,2011,43.423454,25.477427,0.033707667,0.7411323,6.360884,0.13716418,23.538795,0.27623305
Africa (EI),,2012,44.644356,23.757307,0.051882397,0.7088094,6.06084,0.13761933,24.335102,0.28543627
Africa (EI),,2013,45.259995,23.258741,0.038759854,0.741154,6.164254,0.18892832,24.037428,0.2967394
Africa (EI),,2014,44.814354,23.579782,0.09389723,0.69800615,6.2833247,0.25616866,23.91072,0.3500575
Africa (EI),,2015,45.10862,21.839678,0.17454262,0.6023368,5.954283,0.43871924,25.426697,0.43886188
Africa (EI),,2016,44.02048,22.654734,0.25119522,0.71775645,5.7002254,0.533979,25.674421,0.43469623
Africa (EI),,2017,43.326855,21.99506,0.3186147,0.65430725,5.787045,0.6276098,26.844341,0.43426532
Africa (EI),,2018,42.43871,21.244263,0.3763915,0.5229831,6.0704966,0.6667953,28.195469,0.46650806
Africa (EI),,2019,41.80307,21.90826,0.4827459,0.57984775,6.0311646,0.8437436,27.868301,0.4588343
Africa (EI),,2020,39.82918,22.272303,0.6959234,0.4539547,6.757244,0.876065,28.624708,0.46390188
Africa (EI),,2021,39.93212,20.614107,0.73597026,0.5208498,6.555725,0.96794415,30.217703,0.4312539
Africa (EI),,2022,41.64903,19.41895,0.7141424,0.41870123,6.712741,1.0249515,29.592836,0.44662833
Africa (EI),,2023,41.112114,19.593613,0.76835746,0.32820734,6.771503,1.1511537,29.750792,0.50519735
Africa (EI),,2024,41.635365,19.559185,0.8329188,0.31138286,6.789574,1.1605582,29.139967,0.5520676
Algeria,DZA,1965,62.21588,3.2878366,0,0,4.48735,0,30.00893,0
Algeria,DZA,1966,68.100266,2.6565976,0,0,3.312554,0,25.93058,0
Algeria,DZA,1967,67.232475,2.1465232,0,0,4.04235,0,26.578648,0
Algeria,DZA,1968,66.68179,2.1149585,0,0,5.170891,0,26.032358,0
Algeria,DZA,1969,63.64825,2.4320006,0,0,2.995647,0,30.924103,0
Algeria,DZA,1970,66.42398,2.63345,0,0,4.3953433,0,26.54723,0
Algeria,DZA,1971,69.16432,0.67422485,0,0,2.3105145,0,27.850939,0
Algeria,DZA,1972,67.59873,0.5220029,0,0,3.0857866,0,28.793478,0
Algeria,DZA,1973,61.94066,0.5035968,0,0,3.9326987,0,33.623043,0
Algeria,DZA,1974,62.1284,0.3756724,0,0,2.3470907,0,35.148838,0
Algeria,DZA,1975,57.787155,0.3969797,0,0,1.2958319,0,40.520035,0
Algeria,DZA,1976,56.950344,0.6663343,0,0,1.3172302,0,41.066093,0
Algeria,DZA,1977,58.566902,0.78681827,0,0,0.828733,0,39.817547,0
Algeria,DZA,1978,48.190567,0.3181615,0,0,0.61283517,0,50.878437,0
Algeria,DZA,1979,43.98914,0.56392413,0,0,0.54437596,0,54.90256,0
Algeria,DZA,1980,37.382042,0.4202897,0,0,0.4031064,0,61.794563,0
Algeria,DZA,1981,33.154926,0.24328215,0,0,0.47260314,0,66.12919,0
Algeria,DZA,1982,30.469923,3.9153306,0,0,0.5364575,0,65.078285,0
Algeria,DZA,1983,31.33434,3.1980672,0,0,0.24094447,0,65.22665,0
Algeria,DZA,1984,36.138607,3.6931255,0,0,0.4826921,0,59.685577,0
Algeria,DZA,1985,36.827183,3.8237202,0,0,0.6844301,0,58.664665,0
Algeria,DZA,1986,35.329884,3.7097523,0,0,0.2502992,0,60.710068,0
Algeria,DZA,1987,34.762516,4.3161907,0,0,0.48622057,0,60.435074,0
Algeria,DZA,1988,32.474186,3.789216,0,0,0.16645434,0,63.570145,0
Algeria,DZA,1989,34.992237,3.2929008,0,0,0.21135321,0,61.50351,0
Algeria,DZA,1990,35.50144,2.4334598,0,0,0.11906669,0,61.946037,0
Algeria,DZA,1991,35.452785,2.5343978,0,0,0.26082626,0,61.751987,0
Algeria,DZA,1992,34.758186,2.9348211,0,0,0.17263989,0,62.134354,0
Algeria,DZA,1993,37.174583,2.5685549,0,0,0.32912087,0,59.927742,0
Algeria,DZA,1994,35.12883,2.3884752,0,0,0.15274073,0,62.329956,0
Algeria,DZA,1995,32.941204,2.3028948,0,0,0.1712212,0,64.58468,0
Algeria,DZA,1996,31.759247,1.0958225,0,0,0.12100656,0,67.023926,0
Algeria,DZA,1997,32.783154,1.9992055,0,0,0.06994659,0,65.1477,0
Algeria,DZA,1998,32.648502,2.06715,0,0,0.19370805,0,65.09064,0
Algeria,DZA,1999,31.75949,2.1923118,0,0,0.18108313,0,65.86712,0
Algeria,DZA,2000,34.38483,1.8805848,0,0,0.05001067,0,63.684574,0
Algeria,DZA,2001,34.354904,2.0954897,0,0,0.061327934,0,63.48828,0
Algeria,DZA,2002,36.776142,2.655166,0,0,0.048507243,0,60.520187,0
Algeria,DZA,2003,36.563675,2.0921013,0,0,0.2143434,0,61.12988,0
Algeria,DZA,2004,36.81271,2.404248,0,0,0.19449507,0,60.588547,0
Algeria,DZA,2005,36.652874,1.8865938,0,0,0.40765893,0,61.05287,0
Algeria,DZA,2006,36.88083,2.7052026,0,0,0.15344006,0,60.26053,0
Algeria,DZA,2007,39.13646,2.2031708,0,0,0.1504157,0,58.509953,0
Algeria,DZA,2008,40.121025,2.078804,0,0,0.17631334,0,57.62386,0
Algeria,DZA,2009,40.136738,1.2593932,0,0,0.20000759,0,58.403862,0
Algeria,DZA,2010,41.37288,0.8213208,0.0053986055,0,0.10263282,0,57.69777,0
Algeria,DZA,2011,41.390755,0.68865216,0.010107143,0,0.21085891,0,57.699627,0
Algeria,DZA,2012,40.266724,0.6690183,0.013568416,0,0.19751193,0,58.85318,0
Algeria,DZA,2013,39.775444,0.34221464,0.013622319,0,0.047154184,0,59.821564,0
Algeria,DZA,2014,37.8989,0.35551083,0.026072267,0,0.08386579,0.0004345378,61.635216,0
Algeria,DZA,2015,38.243767,0.25049946,0.0237797,0,0.059449248,0.007789901,61.414715,0
Algeria,DZA,2016,37.21004,0.092370324,0.09977912,0,0.029322842,0.007759173,62.560726,0
Algeria,DZA,2017,36.15707,0.33937082,0.20201978,0,0.022446644,0.007615825,63.271477,0
Algeria,DZA,2018,34.023067,0.868553,0.22404632,0,0.04347168,0.003715528,64.83715,0
Algeria,DZA,2019,34.13182,0.69187903,0.21927753,0,0.05419542,0.0035654882,64.89926,0
Algeria,DZA,2020,32.665115,0.2348292,0.26069736,0,0.018876774,0.0029304666,66.81755,0
Algeria,DZA,2021,31.264557,0.43888512,0.23115428,0,0.0032375522,0.003655301,68.05851,0
Algeria,DZA,2022,30.908047,0.29623687,0.21720415,0,0.005354802,0.005354802,68.5678,0
Algeria,DZA,2023,30.366936,0.2683561,0.21267942,0,0.00901711,0.0049749576,69.13804,0
Algeria,DZA,2024,33.02156,0.22854485,0.22010773,0,0.016424466,0.0051487195,66.50822,0
Argentina,ARG,1965,83.82856,2.5753403,0,0,1.0365571,0,12.5595455,0
Argentina,ARG,1966,83.7511,2.0568726,0,0,1.0169654,0,13.175067,0
Argentina,ARG,1967,83.35183,2.247791,0,0,1.0119467,0,13.38843,0
Argentina,ARG,1968,82.311966,2.1130178,0,0,1.1537669,0,14.421251,0
Argentina,ARG,1969,82.649925,2.447788,0,0,1.0012252,0,13.901061,0
Argentina,ARG,1970,78.83142,3.3189344,0,0,1.2246058,0,16.57528,0.04976046
Argentina,ARG,1971,79.180855,2.7446253,0,0,1.1469445,0,16.87835,0.049229756
Argentina,ARG,1972,77.8499,2.2816188,0,0,1.1008198,0,18.705006,0.0626588
Argentina,ARG,1973,75.06599,2.3986173,0,0,2.103017,0,20.385046,0.04733498
Argentina,ARG,1974,72.23727,2.875137,0,0.69965,3.3730843,0,20.768518,0.046347514
Argentina,ARG,1975,69.947235,2.8670866,0,1.741449,3.5941339,0,21.800285,0.04980746
Argentina,ARG,1976,68.83203,2.7611477,0,1.6943716,3.3036964,0,23.363573,0.045180738
Argentina,ARG,1977,69.41674,2.5000985,0,1.032702,3.6379752,0,23.367062,0.045423403
Argentina,ARG,1978,67.65745,3.0296993,0,1.8162227,4.8582816,0,22.593214,0.045135524
Argentina,ARG,1979,67.74912,2.6392076,0,1.5786211,6.2493424,0,21.721043,0.06266207
Argentina,ARG,1980,63.40704,2.3690631,0,1.3817385,8.940487,0,23.835896,0.06577715
Argentina,ARG,1981,61.270306,2.3155699,0,1.715161,8.944172,0,25.695166,0.059625763
Argentina,ARG,1982,57.561646,2.2835515,0,1.1121035,10.462214,0,28.503563,0.07692252
Argentina,ARG,1983,56.102287,1.9862298,0,1.9407535,10.498029,0,29.37333,0.09937317
Argentina,ARG,1984,53.322098,1.4707348,0,2.6387796,11.302157,0,31.19268,0.07355265
Argentina,ARG,1985,50.19936,2.1989121,0,3.322693,11.901491,0,32.299747,0.07779875
Argentina,ARG,1986,49.55977,2.3950946,0,3.1377006,11.554302,0,33.276497,0.076637164
Argentina,ARG,1987,50.611927,2.5437534,0,3.3990095,11.520626,0,31.861996,0.06268824
Argentina,ARG,1988,49.97374,2.55852,0,2.9919648,7.874236,0,36.53016,0.07138373
Argentina,ARG,1989,47.554874,2.8689969,0,2.6946661,7.052118,0,39.765575,0.063771315
Argentina,ARG,1990,45.21051,2.40509,0,3.9656305,9.647563,0,38.6897,0.08150732
Argentina,ARG,1991,46.49878,2.0792,0,4.150005,8.491166,0,38.70199,0.078860864
Argentina,ARG,1992,45.59716,2.1866617,0,3.5346677,9.566761,0,39.04175,0.07299664
Argentina,ARG,1993,43.33171,1.4056722,0,3.7498198,11.500241,0,39.960304,0.052252878
Argentina,ARG,1994,43.564865,1.166268,0,3.7760756,12.512029,0,38.92969,0.05107215
Argentina,ARG,1995,41.881794,1.1853697,0,3.1380758,11.770529,0,41.964767,0.059463184
Argentina,ARG,1996,39.993046,1.1864709,0,3.1651344,9.535582,0.0040812795,46.00922,0.10646556
Argentina,ARG,1997,42.12987,0.92356217,0,3.3329802,11.691038,0.006109138,41.832245,0.08419463
Argentina,ARG,1998,41.959003,1.195478,0.0000068532613,3.0045507,10.673149,0.013118351,43.06086,0.0938312
Argentina,ARG,1999,42.293404,1.409662,0.000010298844,2.8147535,8.475471,0.013777083,44.87617,0.11675324
Argentina,ARG,2000,38.64644,1.0761372,0.000014324339,2.4578178,11.370039,0.01383015,46.26292,0.1728
Argentina,ARG,2001,36.76231,0.9047633,0.000017455654,2.8655689,14.849555,0.020037875,44.43105,0.16669814
Argentina,ARG,2002,36.31698,0.7041348,0.000019769635,2.4484904,15.04967,0.030876383,45.195557,0.2542748
Argentina,ARG,2003,34.4763,0.8010475,0.000025362588,2.9522052,13.18877,0.03041716,48.15716,0.3940708
Argentina,ARG,2004,35.01714,1.2771015,0.000025448866,2.8608158,11.074765,0.026338123,49.380135,0.3636825
Argentina,ARG,2005,34.501614,1.387748,0.000027566202,2.3390436,11.644555,0.024407886,49.740013,0.3625912
Argentina,ARG,2006,34.60023,1.1970607,0.000029027402,2.4902284,12.260921,0.022460759,49.03466,0.3944094
Argentina,ARG,2007,36.60586,1.6633167,0.000033546687,2.2345977,9.61738,0.018973747,49.472233,0.38760453
Argentina,ARG,2008,36.42789,2.0059566,0.000043421263,2.234216,9.427489,0.012676192,49.460133,0.43159366
Argentina,ARG,2009,35.666996,1.1374971,0.000023610282,2.5393372,10.742669,0.011429509,49.46277,0.43927982
Argentina,ARG,2010,37.183205,1.5378646,0.000025532585,2.143322,9.916925,0.0075362916,48.043613,0.4913398
Argentina,ARG,2011,37.507504,1.6212728,0.00046372996,1.8388302,8.960542,0.007639923,48.620277,0.4815737
Argentina,ARG,2012,38.445534,1.4559859,0.002243689,1.7575133,8.006376,0.1015366,48.639668,0.48368347
Argentina,ARG,2013,40.923595,1.4888568,0.0038421701,1.5820768,8.3529625,0.11555377,45.871376,0.47553846
Argentina,ARG,2014,39.81763,1.609834,0.0041097463,1.4212958,8.35577,0.1596808,46.755085,0.46940798
Argentina,ARG,2015,39.918255,1.5747871,0.0037016403,1.7745589,8.1524,0.14958201,46.457104,0.46285605
Argentina,ARG,2016,38.912853,1.2186325,0.0035854992,2.0812626,7.474154,0.13750124,48.200848,0.36774883
Argentina,ARG,2017,38.03526,1.263438,0.004139997,1.5352563,7.967366,0.15422341,48.72071,0.46075922
Argentina,ARG,2018,36.351,1.3985198,0.02743963,1.7438745,8.191202,0.35850498,49.68281,0.4518003
Argentina,ARG,2019,34.80646,0.88328046,0.21521637,2.2719288,7.4020696,1.3445249,50.621334,0.5013771
Argentina,ARG,2020,32.910294,1.1674188,0.38692036,2.8812366,6.812389,2.7084808,51.20769,0.80120003
Argentina,ARG,2021,36.15091,1.4914385,0.5757954,2.6585,5.136263,3.3820562,48.751698,0.74747187
Argentina,ARG,2022,38.55329,1.4970034,0.72618383,1.8448411,5.6239676,3.4986777,46.095352,0.75334936
Argentina,ARG,2023,37.23173,1.3359839,0.80321044,2.195312,7.7136774,3.546249,45.136883,0.75429034
Argentina,ARG,2024,34.771496,1.0207258,0.9919312,2.6138103,7.421617,4.044281,46.79099,0.8443244
Asia,OWID_ASI,1965,42.077503,48.72936,0,0.0012991414,7.426198,0,1.7597955,0.0058461367
Asia,OWID_ASI,1966,44.052593,46.995724,0,0.027684644,7.0655365,0,1.8519565,0.0065063653
Asia,OWID_ASI,1967,47.804626,43.744133,0,0.028655672,6.343915,0,2.0698037,0.00886663
Asia,OWID_ASI,1968,49.794495,41.32406,0,0.044251222,6.560595,0,2.268063,0.008535528
Asia,OWID_ASI,1969,50.90449,40.646736,0,0.06673565,5.9350653,0,2.4395776,0.007396475
Asia,OWID_ASI,1970,51.83156,40.09506,0,0.19061698,5.3238544,0,2.5440278,0.014882331
Asia,OWID_ASI,1971,52.1578,39.553867,0,0.26824307,5.344162,0,2.6626432,0.013286461
Asia,OWID_ASI,1972,53.45201,38.325035,0,0.29386514,5.1551037,0,2.760783,0.013202524
Asia,OWID_ASI,1973,55.771408,36.339565,0,0.30906522,4.440285,0,3.1266532,0.013023713
Asia,OWID_ASI,1974,54.22411,36.59418,0,0.55594856,4.9722757,0,3.6388748,0.0146095455
Asia,OWID_ASI,1975,52.52808,37.700893,0,0.67079645,5.1067605,0,3.977268,0.016201172
Asia,OWID_ASI,1976,53.585213,36.41724,0,0.846069,4.9580297,0,4.179944,0.013505038
Asia,OWID_ASI,1977,53.274525,36.617893,0,0.7275362,4.587603,0,4.774327,0.018117063
Asia,OWID_ASI,1978,52.650932,36.124245,0,1.3427958,4.5443625,0,5.315761,0.021903051
Asia,OWID_ASI,1979,51.3979,36.12815,0,1.5775211,4.682254,0,6.1735864,0.040589243
Asia,OWID_ASI,1980,48.356895,38.260967,0,1.85646,5.0182,0,6.436873,0.0706052
Asia,OWID_ASI,1981,47.165413,38.964542,0,1.967043,5.276264,0,6.5169907,0.10974753
Asia,OWID_ASI,1982,46.04231,39.53504,0,2.2447767,5.09964,0,6.79203,0.28620374
Asia,OWID_ASI,1983,45.48176,39.71957,0,2.5374544,5.0402145,0,6.9077063,0.31329778
Asia,OWID_ASI,1984,43.548153,40.568848,0,2.8613524,4.7363954,0,7.9633017,0.32194927
Asia,OWID_ASI,1985,41.082928,40.043583,0,2.994969,4.776375,0,10.810046,0.29209828
Asia,OWID_ASI,1986,40.30749,40.039127,0,3.0593295,4.6219177,0,11.678754,0.29338247
Asia,OWID_ASI,1987,39.7281,40.354412,0,3.410221,4.5089164,0,11.717412,0.28093877
Asia,OWID_ASI,1988,39.7489,40.32019,0,3.0136385,4.851736,0,11.781782,0.2837496
Asia,OWID_ASI,1989,39.64237,40.10053,0,3.006638,4.743543,0,12.213997,0.29292408
Asia,OWID_ASI,1990,40.192905,39.39845,0.00004341775,3.1167266,4.820818,0.0003617049,12.240046,0.23065089
Asia,OWID_ASI,1991,40.10437,39.343987,0.00004170028,3.1970263,4.681147,0.001282293,12.446007,0.22613907
Asia,OWID_ASI,1992,40.612377,38.832634,0.0001546678,3.1415524,4.513204,0.0022030992,12.678531,0.21934375
Asia,OWID_ASI,1993,40.549034,38.976074,0.00027285598,3.3401034,4.8127046,0.002966479,12.110409,0.20843783
Asia,OWID_ASI,1994,40.54781,38.83932,0.0003276951,3.3901753,4.5395384,0.0052620373,12.442569,0.2349996
Asia,OWID_ASI,1995,40.83767,37.88168,0.00043298354,3.5907147,4.708168,0.009747499,12.700219,0.2713664
Asia,OWID_ASI,1996,40.806736,37.797237,0.00060762273,3.6317377,4.4780574,0.008180387,13.01343,0.2640148
Asia,OWID_ASI,1997,41.558186,36.75615,0.0009469116,3.7542698,4.3362036,0.009731156,13.295,0.28951383
Asia,OWID_ASI,1998,40.702995,36.631275,0.0013591531,3.8996768,4.5867405,0.011843368,13.858069,0.30804104
Asia,OWID_ASI,1999,40.617016,36.371353,0.0019337296,3.8423257,4.329349,0.015976936,14.494472,0.3275728
